nThreads, rep, MatrixName, NRows, NCol, NZ, k, hackSize, time, err_rel, speedup, bandwidth, GFLOPS
1, 9, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 4, 0, 0.000000, 8.183716, 1, 0.026971, nan
1, 0, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 7.671233, 1, 0.055640, nan
1, 1, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 10.580297, 1, 0.043940, nan
1, 2, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 9.924051, 1, 0.043085, nan
1, 3, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 9.643296, 1, 0.045127, nan
1, 4, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 11.136364, 1, 0.040073, nan
1, 5, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 10.843707, 1, 0.040346, nan
1, 6, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 11.378810, 1, 0.039435, nan
1, 7, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 11.461988, 1, 0.036664, nan
1, 8, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 10.695771, 1, 0.041051, nan
1, 9, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 8, 0, 0.000000, 11.120567, 1, 0.039840, nan
1, 0, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 8.659794, 1, 0.076602, nan
1, 1, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 12.314136, 1, 0.053388, nan
1, 2, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 12.713514, 1, 0.050097, nan
1, 3, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 12.136223, 1, 0.053595, nan
1, 4, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 11.736527, 1, 0.056828, nan
1, 5, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 12.754881, 1, 0.053956, nan
1, 6, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 12.405063, 1, 0.051611, nan
1, 7, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 13.169093, 1, 0.051870, nan
1, 8, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000000, 12.866521, 1, 0.050375, nan
1, 9, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 12, 0, 0.000001, 0.991150, 1, 0.672924, nan
1, 0, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 9.201878, 1, 0.095946, nan
1, 1, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.523962, 1, 0.069991, nan
1, 2, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.544000, 1, 0.069137, nan
1, 3, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.958678, 1, 0.035273, nan
1, 4, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.474145, 1, 0.070145, nan
1, 5, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.645161, 1, 0.072026, nan
1, 6, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.614642, 1, 0.069863, nan
1, 7, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 13.143336, 1, 0.066693, nan
1, 8, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.810458, 1, 0.066638, nan
1, 9, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 16, 0, 0.000000, 12.841933, 1, 0.068136, nan
1, 0, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 10.064185, 1, 0.174820, nan
1, 1, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 14.241599, 1, 0.118847, nan
1, 2, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 13.888397, 1, 0.126230, nan
1, 3, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 14.498382, 1, 0.120919, nan
1, 4, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 14.983278, 1, 0.116797, nan
1, 5, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 13.993753, 1, 0.117502, nan
1, 6, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 14.425023, 1, 0.116731, nan
1, 7, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 14.398531, 1, 0.114970, nan
1, 8, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 14.438306, 1, 0.121640, nan
1, 9, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 32, 0, 0.000000, 14.319635, 1, 0.121992, nan
1, 0, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000001, 10.566038, 1, 0.506831, nan
1, 1, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.383861, 1, 0.355883, nan
1, 2, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.142443, 1, 0.361557, nan
1, 3, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.735073, 1, 0.355893, nan
1, 4, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.652608, 1, 0.350753, nan
1, 5, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.490245, 1, 0.347613, nan
1, 6, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.238095, 1, 0.376096, nan
1, 7, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.376318, 1, 0.360081, nan
1, 8, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 15.625311, 1, 0.339939, nan
1, 9, ../measurements/matrix_files/cage4.mtx, 9, 9, 49, 64, 0, 0.000000, 14.569106, 1, 0.372663, nan
1, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.344640, 1, 0.808413, nan
1, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.264532, 1, 0.861129, nan
1, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.282045, 1, 0.855639, nan
1, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 14.811886, 1, 0.867656, nan
1, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.001877, 1, 0.882398, nan
1, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.281071, 1, 0.849762, nan
1, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.285942, 1, 0.823792, nan
1, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.298622, 1, 0.838613, nan
1, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.265504, 1, 0.833298, nan
1, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 3, 0, 0.000002, 15.302527, 1, 0.842728, nan
1, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000003, 9.831468, 1, 1.595173, nan
1, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.474127, 1, 1.011902, nan
1, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.123474, 1, 1.027313, nan
1, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.322820, 1, 1.018701, nan
1, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.399586, 1, 0.990410, nan
1, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.442732, 1, 0.996774, nan
1, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.433040, 1, 0.994336, nan
1, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.382543, 1, 1.003767, nan
1, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.034567, 1, 0.996205, nan
1, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 4, 0, 0.000002, 15.387726, 1, 0.986655, nan
1, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000006, 9.924868, 1, 2.146189, nan
1, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.542968, 1, 1.348865, nan
1, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.615093, 1, 1.358313, nan
1, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.615856, 1, 1.349651, nan
1, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.629981, 1, 1.342765, nan
1, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.610900, 1, 1.334593, nan
1, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.530886, 1, 1.326256, nan
1, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000005, 14.174611, 1, 1.477529, nan
1, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.556204, 1, 1.340684, nan
1, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 8, 0, 0.000004, 15.627689, 1, 1.363006, nan
1, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000010, 9.964880, 1, 2.364436, nan
1, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.692640, 1, 1.493208, nan
1, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.600234, 1, 1.563161, nan
1, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.726092, 1, 1.539378, nan
1, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.468138, 1, 1.570123, nan
1, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.694951, 1, 1.562628, nan
1, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.107750, 1, 1.579419, nan
1, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.666237, 1, 1.530425, nan
1, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.660608, 1, 1.535890, nan
1, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 12, 0, 0.000006, 15.445717, 1, 1.551034, nan
1, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000013, 9.677595, 1, 2.641795, nan
1, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000008, 15.639922, 1, 1.628426, nan
1, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000008, 15.682312, 1, 1.649252, nan
1, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000008, 15.566431, 1, 1.657239, nan
1, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000008, 15.668092, 1, 1.635924, nan
1, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000009, 14.268244, 1, 1.802204, nan
1, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000008, 15.576101, 1, 1.645586, nan
1, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000008, 15.497007, 1, 1.653985, nan
1, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000009, 14.437068, 1, 1.756266, nan
1, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 16, 0, 0.000008, 15.598522, 1, 1.635876, nan
1, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000026, 9.697227, 1, 4.232938, nan
1, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000017, 15.287465, 1, 2.696139, nan
1, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000018, 14.587186, 1, 2.792447, nan
1, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000017, 15.247544, 1, 2.697633, nan
1, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000017, 14.888487, 1, 2.534422, nan
1, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000017, 15.084493, 1, 2.714219, nan
1, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000018, 14.292005, 1, 2.848669, nan
1, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000017, 14.976634, 1, 2.736571, nan
1, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000017, 15.283902, 1, 2.685686, nan
1, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 32, 0, 0.000017, 15.232468, 1, 2.698913, nan
1, 0, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000053, 9.730155, 1, 4.280167, nan
1, 1, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000035, 14.642223, 1, 2.938459, nan
1, 2, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000035, 14.727131, 1, 2.894250, nan
1, 3, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000036, 14.223567, 1, 3.014401, nan
1, 4, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000035, 14.677644, 1, 2.883249, nan
1, 5, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000035, 14.619456, 1, 2.914013, nan
1, 6, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000036, 14.325589, 1, 2.929288, nan
1, 7, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000035, 14.635645, 1, 2.877808, nan
1, 8, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000035, 14.749980, 1, 2.902149, nan
1, 9, ../measurements/matrix_files/olm1000.mtx, 1000, 1000, 3996, 64, 0, 0.000035, 14.653969, 1, 2.945618, nan
1, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 13.468677, 1, 1.271584, nan
1, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 12.939727, 1, 1.313772, nan
1, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000004, 12.553494, 1, 1.360905, nan
1, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000004, 12.534235, 1, 1.351275, nan
1, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 12.919266, 1, 1.337288, nan
1, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 12.795986, 1, 0.887510, nan
1, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 12.943144, 1, 1.336496, nan
1, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 12.907926, 1, 0.927165, nan
1, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000004, 10.755241, 1, 1.626745, nan
1, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 3, 0, 0.000003, 12.879288, 1, 1.356741, nan
1, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000007, 8.721644, 1, 2.456512, nan
1, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000004, 13.137102, 1, 1.644279, nan
1, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000004, 13.192491, 1, 1.652914, nan
1, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000004, 13.313718, 1, 1.647636, nan
1, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000005, 12.134164, 1, 1.761555, nan
1, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000004, 13.264482, 1, 1.636179, nan
1, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000004, 13.421557, 1, 1.658142, nan
1, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000005, 12.881920, 1, 1.694774, nan
1, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000005, 12.971686, 1, 1.685048, nan
1, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 4, 0, 0.000005, 12.704693, 1, 1.720459, nan
1, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000013, 9.054164, 1, 3.823505, nan
1, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000009, 13.145909, 1, 2.653404, nan
1, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000009, 12.897172, 1, 2.712298, nan
1, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000009, 13.065177, 1, 2.664743, nan
1, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000009, 13.056332, 1, 2.666548, nan
1, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000010, 12.343461, 1, 2.815217, nan
1, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000009, 13.119668, 1, 2.614068, nan
1, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000009, 13.068805, 1, 2.679226, nan
1, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000010, 12.101961, 1, 2.882294, nan
1, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 8, 0, 0.000009, 13.460254, 1, 2.618768, nan
1, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000020, 9.023839, 1, 4.763299, nan
1, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000014, 12.800534, 1, 3.355311, nan
1, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000014, 12.328715, 1, 3.448800, nan
1, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000014, 12.974070, 1, 3.139286, nan
1, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000016, 11.176612, 1, 3.735191, nan
1, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000013, 13.204930, 1, 3.288410, nan
1, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000014, 12.941720, 1, 3.191924, nan
1, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000013, 13.091686, 1, 3.311640, nan
1, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000015, 11.500893, 1, 3.546644, nan
1, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 12, 0, 0.000013, 13.093532, 1, 3.222504, nan
1, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000026, 9.038930, 1, 6.847485, nan
1, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 13.010058, 1, 4.737453, nan
1, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 13.094843, 1, 4.746566, nan
1, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 12.987509, 1, 4.725871, nan
1, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 13.059086, 1, 4.739531, nan
1, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 12.911538, 1, 4.809887, nan
1, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 13.111626, 1, 4.216541, nan
1, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 12.756489, 1, 4.835675, nan
1, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000018, 12.827004, 1, 4.845678, nan
1, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 16, 0, 0.000019, 12.318453, 1, 5.003431, nan
1, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000051, 9.224997, 1, 8.915810, nan
1, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000035, 13.296827, 1, 6.244936, nan
1, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000035, 13.594049, 1, 6.094630, nan
1, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000035, 13.292170, 1, 6.205079, nan
1, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000034, 13.642088, 1, 6.114506, nan
1, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000036, 12.902157, 1, 6.342846, nan
1, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000034, 13.726807, 1, 6.045905, nan
1, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000034, 13.661176, 1, 6.007150, nan
1, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000035, 13.330614, 1, 6.218574, nan
1, 9, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 32, 0, 0.000036, 13.240932, 1, 6.267759, nan
1, 0, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000102, 9.271835, 1, 9.329963, nan
1, 1, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000068, 13.844789, 1, 6.294546, nan
1, 2, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000068, 13.853307, 1, 6.313123, nan
1, 3, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000068, 13.755355, 1, 6.268607, nan
1, 4, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000068, 13.837075, 1, 6.290600, nan
1, 5, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000068, 13.790969, 1, 6.324733, nan
1, 6, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000069, 13.738007, 1, 6.271007, nan
1, 7, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000067, 14.084689, 1, 6.140032, nan
1, 8, ../measurements/matrix_files/west2021.mtx, 2021, 2021, 7353, 64, 0, 0.000069, 13.709691, 1, 6.335924, nan
